,year,player,POS,HGT,WGT,BMI,BF,WNGSPN,STNDRCH,HANDL,HANDW,STNDVERT,LPVERT,LANE,SHUTTLE,SPRINT,BENCH,BAR,PAN,PBHGT,PDHGT
814,2012,kendall marshall,PG,75.25,198.4,24.6,0.078,77.5,96.0,8.5,9.0,31.0,37.0,12.03,,3.23,,103.0%,76.5,127.0,133.0
815,2012,fab melo,C,82.75,255.0,26.2,0.092,86.5,110.0,9.0,10.0,29.5,31.0,12.14,,3.44,9.0,104.5%,90.0,139.5,141.0
816,2012,khris middleton,SF,78.75,216.2,24.5,0.078,82.75,103.0,9.0,9.0,28.0,31.0,11.45,,3.47,4.0,105.1%,81.0,131.0,134.0
817,2012,darius miller,SF-SG,78.0,233.4,27.0,0.075,81.0,101.0,8.5,8.8,33.0,37.0,11.34,,3.31,14.0,103.8%,74.4,134.0,138.0
818,2012,quincy miller,SF,80.75,218.7,23.6,0.078,85.25,105.0,9.25,10.3,30.5,36.0,11.05,,3.48,8.0,105.6%,94.8,135.5,141.0
819,2012,arnett moultrie,PF,81.5,232.8,24.6,0.077,86.25,106.5,9.25,9.3,33.5,37.5,11.32,,3.22,10.0,105.8%,85.6,140.0,144.0
820,2012,kevin murphy,SG,77.0,194.0,23.0,0.058,78.75,99.0,8.5,8.5,31.0,36.5,10.97,,3.42,11.0,102.3%,72.3,130.0,135.5
821,2012,andrew nicholson,PF,80.5,234.0,25.4,0.076,88.0,107.0,10.0,10.8,28.5,30.5,11.89,,3.67,10.0,109.3%,107.5,135.5,137.5
822,2012,kyle oquinn,PF,80.5,240.8,26.1,0.08,88.75,106.5,9.5,10.0,31.5,31.5,11.65,,3.53,,110.2%,95.0,138.0,138.0
823,2012,miles plumlee,PF-C,82.5,252.4,26.1,0.114,84.75,105.5,9.25,9.0,34.0,40.5,10.64,,3.36,15.0,102.7%,83.3,139.5,146.0
824,2012,austin rivers,SG-PG,75.5,202.8,25.0,0.062,79.25,96.5,8.5,10.0,32.5,37.5,11.54,,3.32,1.0,105.0%,85.0,129.0,134.0
825,2012,thomas robinson,PF,79.75,244.2,27.0,0.05,87.25,106.0,9.75,10.5,28.5,35.5,11.96,,3.17,15.0,109.4%,102.4,134.5,141.5
826,2012,terrence ross,SG-SF,78.0,196.6,22.7,0.032,79.25,100.5,8.75,10.3,31.0,37.5,11.78,,3.28,2.0,101.6%,89.7,131.5,138.0
827,2012,tomas satoransky,PG-SG,78.5,200.6,22.9,0.052,79.25,100.0,8.5,9.5,,,,,,,101.0%,80.8,,
828,2012,mike scott,PF,79.25,240.8,27.0,0.106,82.75,104.0,8.5,9.0,27.0,32.5,11.59,,3.44,14.0,104.4%,76.5,131.0,136.5
829,2012,henry sims,C-PF,82.0,241.2,25.2,0.077,88.0,108.0,9.25,10.0,26.5,29.5,12.33,,3.44,7.0,107.3%,92.5,134.5,137.5
830,2012,jared sullinger,PF,79.75,268.2,29.6,0.107,85.25,105.5,9.25,9.8,29.5,31.0,12.77,,3.81,9.0,106.9%,90.2,135.0,136.5
831,2012,jeff taylor,SF-SG,78.0,212.8,24.6,0.042,78.25,101.5,8.25,9.8,33.5,40.0,10.87,,3.29,15.0,100.3%,80.4,135.0,141.5
832,2012,jordan taylor,PG,73.0,192.8,25.4,0.055,75.0,92.5,8.25,9.5,33.0,36.5,10.57,,3.19,14.0,102.7%,78.4,125.5,129.0
833,2012,tyshawn taylor,PG,74.75,177.0,22.3,0.042,78.25,97.5,8.75,8.8,32.0,36.5,11.48,,3.2,0.0,104.7%,76.6,129.5,134.0
834,2012,marquis teague,PG,73.0,179.8,23.7,0.063,79.25,96.5,8.25,7.8,32.5,40.5,10.65,,3.19,8.0,108.6%,63.9,129.0,137.0
835,2012,hollis thompson,SF,78.75,206.0,23.4,0.06,81.5,102.5,8.25,9.8,28.5,36.5,11.72,,3.38,6.0,103.5%,80.4,131.0,139.0
836,2012,dion waiters,SG,74.5,221.0,28.0,0.085,79.25,98.0,8.5,9.5,,,,,,,106.4%,80.8,,
837,2012,royce white,PF,79.0,260.6,29.4,0.106,84.0,104.5,9.5,11.5,,,,,,,106.3%,109.3,,
838,2012,tony wroten,PG,76.75,203.2,24.3,0.052,81.0,101.0,8.0,9.0,30.0,35.5,10.75,,3.24,0.0,105.5%,72.0,131.0,136.5
839,2012,tyler zeller,PF-C,83.25,247.4,25.1,0.064,84.0,104.5,9.0,9.8,30.0,34.0,11.13,,3.4,16.0,100.9%,87.8,134.5,138.5
840,2011,keith benson,C-PF,82.0,217.0,22.7,0.061,87.75,109.5,9.5,11.0,31.5,36.0,11.88,,3.35,12.0,107.0%,104.5,141.0,145.5
841,2011,marshon brooks,SG,76.25,194.6,23.5,0.052,85.0,101.0,9.0,10.5,34.0,38.5,10.74,,3.09,5.0,111.5%,94.5,135.0,139.5
842,2011,alec burks,SG,77.0,192.6,22.8,0.051,82.0,103.5,9.0,8.3,29.0,36.0,10.96,,3.17,5.0,106.5%,74.3,132.5,139.5
843,2011,jimmy butler,SF,78.0,222.2,25.7,0.054,79.5,101.5,9.0,9.0,32.0,39.0,11.12,,3.15,14.0,101.9%,81.0,133.5,140.5
844,2011,norris cole,PG,72.25,174.4,23.5,0.047,74.25,95.5,8.5,9.5,29.5,38.5,10.07,,3.22,11.0,102.8%,80.8,125.0,134.0
845,2011,jon diebler,SG,77.25,196.6,23.2,0.085,78.0,99.0,8.25,8.3,28.0,35.0,10.94,,3.37,2.0,101.0%,68.1,127.0,134.0
846,2011,michael dunigan,PF-C,80.5,237.6,25.8,0.08,87.25,107.5,9.0,10.8,29.5,34.5,11.85,,3.27,10.0,108.4%,96.8,137.0,142.0
847,2011,lacedarius dunn,SG,75.0,187.8,23.5,0.055,78.25,101.0,9.0,10.3,26.5,31.0,11.45,,3.27,3.0,104.3%,92.3,127.5,132.0
848,2011,kenneth faried,PF,78.0,224.6,26.0,0.063,84.0,108.0,8.5,10.3,30.5,35.0,11.35,,3.26,16.0,107.7%,87.1,138.5,143.0
849,2011,james fredette,PG,72.75,196.0,26.0,0.077,76.5,96.5,8.0,8.5,28.0,33.0,10.42,,3.21,14.0,105.2%,68.0,124.5,129.5
850,2011,andrew goudelock,PG,73.25,197.6,25.9,0.099,76.25,96.5,8.25,9.3,32.5,37.0,10.33,,3.1,4.0,104.1%,76.3,129.0,133.5
851,2011,jordan hamilton,SF,78.75,228.4,25.9,0.098,81.5,104.0,9.0,9.3,25.0,32.0,11.47,,3.3,7.0,103.5%,83.3,129.0,136.0
852,2011,justin harper,PF-SF,80.0,228.0,25.0,0.04,83.75,106.0,9.0,9.3,28.5,33.0,11.92,,3.3,19.0,104.7%,83.3,134.5,139.0
853,2011,tobias harris,SF-PF,78.5,222.8,25.4,0.084,83.0,103.5,8.75,9.0,31.5,37.5,10.96,,3.17,12.0,105.7%,78.8,135.0,141.0
854,2011,tyler honeycutt,SF,78.75,186.8,21.2,0.053,81.0,105.0,8.5,9.5,30.0,37.0,11.68,,3.07,,102.9%,80.8,135.0,142.0
855,2011,scotty hopson,SG,77.75,204.6,23.8,0.048,82.5,103.5,8.5,10.0,32.5,36.0,10.47,,3.18,10.0,106.1%,85.0,136.0,139.5
856,2011,kyrie irving,PG,73.75,191.0,24.7,0.102,76.0,99.0,8.25,9.3,,,,,,,103.1%,76.3,,
857,2011,rick jackson,PF,80.25,241.8,26.4,0.083,86.0,106.5,8.75,9.5,28.5,33.0,11.51,,3.26,9.0,107.2%,83.1,135.0,139.5
858,2011,charles jenkins,PG-SG,73.5,216.4,28.2,0.043,79.5,96.5,8.5,9.0,29.5,34.0,11.68,,3.18,16.0,108.2%,76.5,126.0,130.5
859,2011,jajuan johnson,PF,81.0,219.8,23.6,0.075,86.0,107.5,9.0,10.0,33.5,38.0,11.21,,3.14,15.0,106.2%,90.0,141.0,145.5
860,2011,cory joseph,PG,74.0,186.2,23.9,0.097,77.5,99.0,8.5,10.5,27.5,35.0,10.75,,3.27,5.0,104.7%,89.3,126.5,134.0
861,2011,enes kanter,PF-C,81.75,259.2,27.3,0.059,85.5,109.5,9.5,10.8,26.0,32.5,11.3,,3.26,14.0,104.6%,102.1,135.5,142.0
862,2011,brandon knight,PG,73.5,176.8,23.0,0.042,78.75,98.5,8.25,9.5,29.0,37.5,10.74,,3.07,10.0,107.1%,78.4,127.5,136.0
863,2011,malcolm lee,SG,76.0,198.2,24.1,0.059,81.75,101.5,8.5,9.5,30.0,35.5,11.2,,3.09,17.0,107.6%,80.8,131.5,137.0
864,2011,kawhi leonard,SF,78.0,227.4,26.3,0.054,87.0,106.0,9.75,11.3,25.5,32.0,11.45,,3.15,3.0,111.5%,109.7,131.5,138.0
865,2011,travis leslie,SG,75.0,205.0,25.6,0.081,82.5,103.0,8.75,9.3,33.0,40.5,11.0,,3.13,10.0,110.0%,80.9,136.0,143.5
866,2011,jon leuer,PF,82.0,223.2,23.3,0.054,84.0,105.5,8.75,9.8,29.5,36.5,10.82,,3.36,14.0,102.4%,85.3,135.0,142.0
867,2011,deandre liggins,SF-SG,77.0,202.2,24.0,0.05,83.0,103.5,8.75,10.0,27.0,31.0,,,3.33,6.0,107.8%,87.5,130.5,134.5
868,2011,david lighty,SG,76.75,216.2,25.8,0.065,80.0,101.0,9.0,10.0,28.5,33.0,10.81,,3.25,15.0,104.2%,90.0,129.5,134.0
869,2011,shelvin mack,PG,73.0,209.0,27.6,0.071,79.5,96.5,8.25,9.3,32.0,39.0,11.23,,3.18,17.0,108.9%,76.3,128.5,135.5
870,2011,demetri mccamey,PG,73.75,204.0,26.4,0.061,78.25,99.5,8.5,9.0,27.0,33.0,11.55,,3.19,,106.1%,76.5,126.5,132.5
871,2011,etwaun moore,SG,74.5,191.4,24.2,0.076,81.5,99.5,9.0,10.0,32.0,34.5,11.12,,3.31,,109.4%,90.0,131.5,134.0
872,2011,darius morris,PG-SG,75.25,190.0,23.6,0.053,79.5,102.0,8.75,10.0,24.5,32.0,11.0,,3.2,12.0,105.6%,87.5,126.5,134.0
873,2011,marcus morris,PF-SF,79.0,229.6,25.9,0.08,82.0,105.5,8.25,8.5,29.0,33.0,,,3.15,11.0,103.8%,70.1,134.5,138.5
874,2011,markieff morris,PF,79.75,240.8,26.6,0.102,82.75,106.5,8.5,8.3,27.0,31.5,,,3.4,11.0,103.8%,70.1,133.5,138.0
875,2011,chandler parsons,SF,80.75,221.2,23.8,0.07,81.5,104.5,8.25,10.0,25.5,31.5,11.05,,3.29,4.0,100.9%,82.5,130.0,136.0
876,2011,jereme richmond,SF,78.0,207.2,23.9,0.055,82.25,106.5,8.75,9.5,27.0,33.5,11.74,,3.02,0.0,105.4%,83.1,133.5,140.0
877,2011,josh selby,SG-PG,73.75,194.6,25.2,0.079,77.25,98.0,8.5,9.0,29.5,42.0,11.13,,3.2,5.0,104.7%,76.5,127.5,140.0
878,2011,iman shumpert,PG-SG,76.25,221.8,26.8,0.065,81.5,99.5,9.0,9.0,36.5,42.0,11.1,,3.18,18.0,106.9%,81.0,136.0,141.5
879,2011,kyle singler,SF,79.5,228.0,25.4,0.1,82.1,106.0,8.25,8.8,23.0,30.0,11.22,,3.21,10.0,103.3%,72.2,129.0,136.0
880,2011,chris singleton,SF,79.75,230.2,25.4,0.074,85.0,103.5,9.25,10.0,30.5,37.5,11.33,,3.09,15.0,106.6%,92.5,134.0,141.0
881,2011,jamie skeen,PF,78.5,241.6,27.6,0.098,85.25,106.5,8.5,8.5,26.0,30.5,12.43,,3.46,10.0,108.6%,72.3,132.5,137.0
882,2011,gregory smith,PF-C,80.0,252.8,27.8,0.074,86.5,106.5,9.75,12.0,29.5,36.0,12.43,,3.36,17.0,108.1%,117.0,136.0,142.5
883,2011,nolan smith,PG,73.5,187.6,24.4,0.056,77.5,99.0,8.5,9.3,28.5,34.0,11.05,,3.17,9.0,105.4%,78.6,127.5,133.0
884,2011,isaiah thomas,PG,68.75,186.0,27.7,0.067,73.75,91.5,8.25,9.0,31.5,40.0,10.49,,3.14,13.0,107.3%,74.3,123.0,131.5
885,2011,malcolm thomas,PF,79.5,223.0,24.8,0.059,84.5,107.5,9.5,10.5,32.0,36.5,11.31,,3.29,3.0,106.3%,99.8,139.5,144.0
886,2011,trey thompkins,PF,80.5,239.0,25.9,0.155,85.0,107.5,9.25,9.8,27.5,30.5,11.72,,3.41,15.0,105.6%,90.2,135.0,138.0
887,2011,klay thompson,SG,77.75,205.6,23.9,0.08,81.0,103.5,8.75,9.3,26.5,31.5,10.99,,3.24,5.0,104.2%,80.9,130.0,135.0
888,2011,tristan thompson,PF,79.5,227.4,25.3,0.062,85.25,108.5,8.75,9.3,30.0,35.0,10.92,,3.26,9.0,107.2%,80.9,138.5,143.5
889,2011,jeremy tyler,PF-C,81.0,262.4,28.1,0.134,89.0,110.5,9.25,9.0,28.0,33.5,11.26,,3.29,10.0,109.9%,83.3,138.5,144.0
890,2011,nikola vucevic,PF-C,82.25,259.8,27.0,0.061,88.5,112.5,9.25,10.3,23.5,25.0,12.02,,3.27,8.0,107.6%,94.8,136.0,137.5
891,2011,kemba walker,PG,71.5,184.0,25.3,0.059,75.5,91.5,8.0,9.0,32.0,39.5,10.87,,3.16,7.0,105.6%,72.0,123.5,131.0
892,2011,derrick williams,PF-SF,79.25,248.4,27.8,0.108,85.5,108.0,9.0,9.8,29.0,34.5,11.03,,3.23,19.0,107.9%,87.8,137.0,142.5
893,2011,jordan williams,PF,79.75,247.2,27.3,0.121,84.25,106.5,9.25,10.0,25.0,30.5,12.74,,3.45,10.0,105.6%,92.5,131.5,137.0
894,2010,solomon alabi,C,83.5,237.4,23.9,0.05,89.0,113.0,9.25,9.3,22.5,26.0,13.2,,3.68,10.0,106.6%,85.6,135.5,139.0
895,2010,cole aldrich,C,81.0,236.0,25.3,0.085,88.75,111.5,9.0,9.3,23.0,28.0,11.48,,3.35,10.0,109.6%,83.3,134.5,139.5
896,2010,alfarouq aminu,SF,79.25,216.0,24.2,0.082,87.25,108.5,9.5,9.5,27.0,33.5,11.29,,3.3,13.0,110.1%,90.3,135.5,142.0
897,2010,james anderson,SF,76.75,207.6,24.8,0.079,80.5,104.0,8.5,7.3,30.0,35.5,11.86,,3.19,14.0,104.9%,61.6,134.0,139.5
898,2010,luke babbitt,SF-PF,79.5,217.8,24.2,0.056,83.25,104.5,8.5,10.0,29.5,37.5,10.98,,3.4,15.0,104.7%,85.0,134.0,142.0
899,2010,eric bledsoe,PG,72.25,191.6,25.8,0.056,79.5,98.0,8.5,9.8,,,,,,9.0,110.0%,82.9,,
900,2010,trevor booker,PF,78.25,235.8,27.1,0.073,81.75,106.0,9.0,9.5,31.0,36.0,11.15,,3.1,22.0,104.5%,85.5,137.0,142.0
901,2010,craig brackins,PF-SF,80.5,229.0,24.8,0.079,84.0,109.0,9.5,11.3,26.0,35.0,11.65,,3.39,6.0,104.3%,106.9,135.0,144.0
902,2010,avery bradley,SG-PG,74.0,180.4,23.2,0.04,79.25,98.5,8.25,9.5,31.5,37.5,11.47,,3.14,2.0,107.1%,78.4,130.0,136.0
903,2010,derrick caracter,PF,80.25,280.0,30.6,0.128,84.25,107.5,9.0,10.3,25.0,30.5,12.78,,3.61,22.0,105.0%,92.3,132.5,138.0
904,2010,sherron collins,PG,70.25,217.2,30.9,0.092,74.5,94.0,8.5,9.5,27.5,33.0,12.31,,3.24,,106.0%,80.8,121.5,127.0
905,2010,demarcus cousins,C,81.5,291.8,30.9,0.164,89.75,113.0,9.25,10.0,23.5,27.5,11.4,,3.55,,110.1%,92.5,136.5,140.5
906,2010,jordan crawford,SG,75.0,198.4,24.8,0.049,79.0,101.0,8.0,9.0,31.5,34.5,11.03,,3.37,7.0,105.3%,72.0,132.5,135.5
907,2010,ed davis,PF,81.0,226.6,24.3,0.1,84.0,108.0,9.25,10.0,31.0,36.0,11.7,,3.21,,103.7%,92.5,139.0,144.0
908,2010,devin ebanks,SF,79.0,207.8,23.4,0.079,84.25,107.5,8.25,9.0,23.5,32.0,11.69,,3.44,6.0,106.6%,74.3,131.0,139.5
909,2010,derrick favors,PF,80.75,245.2,26.4,0.065,88.0,110.0,8.75,9.3,31.5,35.5,11.74,,3.25,14.0,109.0%,80.9,141.5,145.5
910,2010,keith gallon,PF-C,80.5,301.8,32.7,0.151,88.5,109.5,9.25,10.5,23.5,28.5,13.44,,3.7,14.0,109.9%,97.1,133.0,138.0
911,2010,charles garcia,SF,80.25,231.6,25.3,0.07,85.75,107.5,8.75,9.0,24.5,30.5,11.65,,3.23,2.0,106.9%,78.8,132.0,138.0
912,2010,paul george,SF,79.75,214.4,23.7,0.05,83.25,107.0,8.5,9.0,,,,,,4.0,104.4%,76.5,,
913,2010,luke harangody,PF,78.0,240.2,27.8,0.111,81.5,106.0,8.75,9.8,24.0,28.5,11.83,,3.41,23.0,104.5%,85.3,130.0,134.5
914,2010,manny harris,SG,76.0,185.1,22.5,0.038,79.25,102.0,8.5,9.0,,,,,,11.0,104.3%,76.5,,
915,2010,gordon hayward,SF,78.75,211.0,23.9,0.069,79.75,103.0,8.5,9.3,30.5,34.5,11.73,,3.22,10.0,101.3%,78.6,133.5,137.5
916,2010,lazar hayward,SG-SF,76.5,225.8,27.1,0.075,84.75,102.0,9.25,9.5,31.0,36.0,10.87,,3.31,15.0,110.8%,87.9,133.0,138.0
917,2010,xavier henry,SG,77.25,210.2,24.8,0.047,83.25,105.0,8.75,10.0,28.5,36.5,11.1,,3.18,8.0,107.8%,87.5,133.5,141.5
918,2010,darington hobson,SG-SF,77.25,203.6,24.0,0.062,81.25,104.5,8.25,9.0,29.0,34.0,11.68,,3.25,,105.2%,74.3,133.5,138.5
919,2010,damion james,SF,78.25,226.6,26.0,0.096,84.75,107.0,9.25,8.5,29.0,33.0,10.89,,3.2,13.0,108.3%,78.6,136.0,140.0
920,2010,armon johnson,PG-SG,74.0,195.2,25.1,0.056,80.0,99.5,8.25,9.3,31.5,38.5,11.25,,3.19,18.0,108.1%,76.3,131.0,138.0
921,2010,wesley johnson,SF,78.25,206.4,23.7,0.046,85.0,106.0,9.0,9.5,32.0,37.0,11.43,,3.14,16.0,108.6%,85.5,138.0,143.0
922,2010,dominique jones,SG,75.25,216.0,26.8,0.059,81.25,101.0,9.0,10.3,26.0,32.5,10.88,,3.31,19.0,108.0%,92.3,127.0,133.5
923,2010,jerome jordan,C,83.5,244.2,24.6,0.069,89.25,113.0,9.0,10.3,,,,,,,106.9%,92.3,,
924,2010,sylven landesberg,SG,76.75,210.0,25.1,0.116,81.0,100.5,8.75,10.8,28.0,32.0,11.59,,3.36,8.0,105.5%,94.1,128.5,132.5
925,2010,gani lawal,PF,79.5,233.4,26.0,0.063,84.0,107.5,8.5,10.0,27.0,31.5,11.61,,3.24,20.0,105.7%,85.0,134.5,139.0
926,2010,greg monroe,PF-C,81.75,246.6,25.9,0.112,86.25,108.5,8.75,9.5,25.0,29.0,12.1,,3.35,15.0,105.5%,83.1,133.5,137.5
927,2010,daniel orton,C,80.75,269.2,29.0,0.138,88.25,110.5,8.5,9.8,24.0,30.5,12.32,,3.39,13.0,109.3%,82.9,134.5,141.0
928,2010,artsiom parakhouski,C,82.25,268.2,27.9,0.06,85.0,109.5,9.0,10.5,25.5,26.5,12.07,,3.33,16.0,103.3%,94.5,135.0,136.0
929,2010,patrick patterson,PF,80.0,239.6,26.3,0.053,85.25,107.0,9.25,10.3,28.5,33.5,11.14,,3.25,17.0,106.6%,94.8,135.5,140.5
930,2010,dexter pittman,PF-C,81.5,302.6,32.0,0.208,90.0,111.0,10.25,10.5,,,,,,,110.4%,107.6,,
931,2010,andy rautins,SG,76.25,191.6,23.2,0.062,79.0,100.0,8.0,9.8,23.5,30.5,11.27,,3.49,8.0,103.6%,78.0,123.5,130.5
932,2010,ryan richards,PF,82.5,230.2,23.8,0.08,85.5,110.0,9.0,9.8,25.0,28.5,11.33,,3.37,4.0,103.6%,87.8,135.0,138.5
933,2010,stanley robinson,SF,78.5,213.2,24.3,0.083,84.0,107.5,9.0,9.0,,37.5,11.65,,3.23,6.0,107.0%,81.0,,145.0
934,2010,larry sanders,PF-C,81.25,222.4,23.7,0.046,89.75,112.0,9.75,11.0,25.5,28.0,12.49,,3.27,7.0,110.5%,107.3,137.5,140.0
935,2010,jon scheyer,PG-SG,76.75,180.0,21.5,0.054,75.25,99.0,7.75,9.5,,,,,,,98.0%,73.6,,
936,2010,lance stephenson,SG,76.5,227.0,27.3,0.093,82.5,103.0,9.0,10.3,27.0,33.0,11.39,,3.38,10.0,107.8%,92.3,130.0,136.0
937,2010,mikhail torrance,PG,76.0,208.8,25.4,0.07,79.5,103.0,8.75,9.5,23.0,32.0,11.43,,3.17,8.0,104.6%,83.1,126.0,135.0
938,2010,evan turner,SG,77.75,213.8,24.9,0.086,80.0,103.5,8.75,9.5,27.5,34.5,11.06,,3.27,9.0,102.9%,83.1,131.0,138.0
939,2010,ekpe udoh,PF,80.75,237.4,25.6,0.08,88.5,106.5,9.5,8.8,31.0,33.5,11.15,,3.29,10.0,109.6%,83.1,137.5,140.0
940,2010,jarvis varnado,PF-C,80.25,210.2,22.9,0.095,87.5,109.5,9.25,9.5,29.5,32.5,11.61,,3.37,3.0,109.0%,87.9,139.0,142.0
941,2010,greivis vasquez,PG-SG,77.0,210.8,25.0,0.086,79.0,101.0,7.75,9.3,,,,,,,102.6%,71.7,,
942,2010,john wall,PG,74.75,195.6,24.6,0.056,81.25,101.5,8.25,9.5,30.0,39.0,10.84,,3.14,,108.7%,78.4,131.5,140.5
943,2010,willie warren,SG-PG,74.5,208.4,26.4,0.076,78.0,99.5,8.5,9.5,23.0,31.5,11.21,,3.5,10.0,104.7%,80.8,122.5,131.0
944,2010,terrico white,SG-PG,75.75,202.6,24.8,0.037,81.0,101.0,9.0,10.5,31.0,40.0,11.38,,3.15,10.0,106.9%,94.5,132.0,141.0
945,2010,hassan whiteside,C-PF,82.5,226.6,23.4,0.055,91.0,113.0,8.25,10.3,27.0,31.5,11.83,,3.54,12.0,110.3%,84.6,140.0,144.5
946,2009,jeff adrien,PF,77.25,236.2,27.8,0.079,86.0,107.5,,,27.5,31.5,11.34,,3.32,16.0,111.3%,,135.0,139.0
947,2009,jeff ayres,PF,80.75,239.6,25.8,0.055,85.0,107.0,,,31.0,35.0,11.98,,3.14,15.0,105.3%,,138.0,142.0
948,2009,rodrigue beaubois,PG,73.25,182.4,23.9,0.079,81.75,100.0,,,29.5,39.0,10.49,,3.15,3.0,111.6%,,129.5,139.0
949,2009,dejuan blair,PF,77.25,276.6,32.6,0.12,86.0,106.5,,,26.0,33.0,11.5,,3.45,18.0,111.3%,,132.5,139.5
950,2009,derrick brown,SF-PF,79.5,224.6,25.0,0.086,86.5,107.5,,,30.5,35.5,11.26,,3.13,20.0,108.8%,,138.0,143.0
951,2009,chase budinger,SF-SG,78.25,206.4,23.7,0.1,79.0,101.0,,,29.5,38.5,11.08,,3.24,10.0,101.0%,,130.5,139.5
952,2009,demarre carroll,PF-SF,78.25,207.2,23.8,0.063,82.0,105.0,,,,,,,,,104.8%,,,
953,2009,omri casspi,SF,79.75,211.2,23.3,0.086,81.25,106.5,,,25.5,32.5,11.15,,3.28,2.0,101.9%,,132.0,139.0
954,2009,dionte christmas,SG,76.25,210.8,25.5,0.071,81.0,102.5,,,27.0,33.5,10.83,,3.21,3.0,106.2%,,129.5,136.0
955,2009,earl clark,SF-PF,80.5,228.4,24.8,0.052,86.5,109.5,,,28.5,33.0,11.17,,3.35,5.0,107.5%,,138.0,142.5
956,2009,darren collison,PG,72.25,166.2,22.4,0.057,75.0,96.5,,,30.5,33.5,10.45,,3.1,9.0,103.8%,,127.0,130.0
957,2009,dante cunningham,PF,79.0,227.4,25.6,0.048,83.0,106.5,,,28.0,35.0,11.18,,3.26,18.0,105.1%,,134.5,141.5
958,2009,stephen curry,PG-SG,74.0,181.0,23.2,0.057,75.5,97.0,,,29.5,35.5,11.07,,3.28,10.0,102.0%,,126.5,132.5
959,2009,austin daye,SF-PF,81.75,191.8,20.2,0.055,86.75,110.0,,,25.0,28.0,12.11,,3.55,0.0,106.1%,,135.0,138.0
960,2009,demar derozan,SG-SF,77.5,211.2,24.7,0.049,81.0,102.5,,,29.0,38.5,11.88,,3.31,5.0,104.5%,,131.5,141.0
961,2009,toney douglas,PG,73.0,183.4,24.2,0.052,78.0,97.5,,,28.0,32.5,10.63,,3.03,15.0,106.8%,,125.5,130.0
962,2009,wayne ellington,SG,76.25,202.4,24.5,0.055,78.5,100.0,,,31.5,38.0,11.14,,3.2,13.0,103.0%,,131.5,138.0
963,2009,tyreke evans,PG-SG,76.0,220.6,26.8,0.071,83.25,104.0,,,28.5,34.0,11.81,,3.17,7.0,109.5%,,132.5,138.0
964,2009,jonny flynn,PG,71.25,195.6,27.1,0.063,76.0,95.5,,,33.0,40.0,10.86,,3.23,10.0,106.7%,,128.5,135.5
965,2009,taj gibson,PF,80.5,214.4,23.3,0.066,88.0,109.0,,,25.5,30.0,11.56,,3.41,12.0,109.3%,,134.5,139.0
966,2009,danny green,SG-SF,77.25,208.0,24.5,0.056,82.0,103.0,,,29.0,33.0,11.3,,3.3,15.0,106.1%,,132.0,136.0
967,2009,blake griffin,PF,80.5,248.4,26.9,0.082,83.25,105.0,,,32.0,35.5,10.95,,3.28,22.0,103.4%,,137.0,140.5
968,2009,tyler hansbrough,PF,80.25,234.2,25.6,0.085,83.5,106.0,,,27.5,34.0,11.12,,3.27,18.0,104.0%,,133.5,140.0
969,2009,james harden,SG,76.0,222.0,27.0,0.101,82.75,103.5,,,31.5,37.0,11.1,,3.13,17.0,108.9%,,135.0,140.5
970,2009,gerald henderson,SG-SF,76.0,214.6,26.1,0.044,82.25,102.5,,,31.5,35.0,11.17,,3.14,8.0,108.2%,,134.0,137.5
971,2009,josh heytvelt,PF-C,82.0,246.2,25.7,0.108,85.25,108.0,,,28.5,34.0,11.67,,3.38,15.0,104.0%,,136.5,142.0
972,2009,jordan hill,PF-C,81.25,232.4,24.7,0.06,85.5,108.0,,,31.0,35.0,12.23,,3.3,11.0,105.2%,,139.0,143.0
973,2009,jrue holiday,PG-SG,75.25,199.0,24.7,0.063,79.0,100.5,,,28.5,34.0,10.64,,3.21,6.0,105.0%,,129.0,134.5
974,2009,joe ingles,SF,79.75,209.2,23.1,0.101,82.25,105.0,,,26.0,31.0,10.66,,3.3,3.0,103.1%,,131.0,136.0
975,2009,james johnson,SF-PF,79.0,257.2,29.0,0.12,84.75,105.5,,,30.5,35.0,11.21,,3.23,18.0,107.3%,,136.0,140.5
976,2009,ty lawson,PG,71.25,196.6,27.2,0.066,72.75,94.5,,,29.0,36.5,10.98,,3.12,14.0,102.1%,,123.5,131.0
977,2009,eric maynor,PG,74.25,163.6,20.9,0.054,74.5,97.0,,,28.5,31.5,10.78,,3.19,8.0,100.3%,,125.5,128.5
978,2009,jack mcclinton,SG-PG,71.75,185.2,25.3,0.062,74.5,96.0,,,30.0,36.5,10.44,,3.21,13.0,103.8%,,126.0,132.5
979,2009,jerel mcneal,SG,73.5,190.4,24.8,0.054,79.25,99.5,,,31.5,36.5,10.61,,3.25,10.0,107.8%,,131.0,136.0
980,2009,jodie meeks,SG,75.0,211.4,26.4,0.08,76.5,98.0,,,28.5,37.0,10.96,,3.1,14.0,102.0%,,126.5,135.0
981,2009,patty mills,PG,71.25,175.4,24.3,0.069,74.0,95.0,,,27.5,33.0,10.87,,3.1,8.0,103.9%,,122.5,128.0
982,2009,byron mullens,C,83.75,258.2,25.9,0.085,85.5,111.0,,,28.5,32.5,11.1,,3.45,10.0,102.1%,,139.5,143.5
983,2009,aj price,PG,72.5,192.8,25.8,0.124,75.75,97.0,,,26.0,31.0,10.99,,3.22,11.0,104.5%,,123.0,128.0
